实体1,实体2,关系
 无人载具, 土卫六－土星系统任务,
 无人载具, 木卫二－木星系统任务,
 无人载具, 自主机器人,
 无人载具, 自动驾驶,
 无人载具, 遥控模型,
 机器人题材作品, BASQUASH!,
 机器人题材作品, G-Saviour,
 机器人题材作品, Muv-Luv Alternative,
 机器人题材作品, Muv-Luv,
 机器人题材作品, Schwarzesmarken,
 机器人题材作品, UFO战士阿波罗,
 机器人题材作品, 人造人间电脑奇侠,
 机器人题材作品, 光速电神,
 机器人题材作品, 太空堡垒卡拉狄加,
 机器人题材作品, 太空突击队,
 机器人题材作品, 宇宙铁人天地双龙,
 机器人题材作品, 从太阳出击,
 机器人题材作品, 怪物王女,
 机器人题材作品, 我，机器人,
 机器人题材作品, 捉兔记,
 机器人题材作品, 推理 (短篇小说),
 机器人题材作品, 攻壳机动队,
 机器人题材作品, 新世纪国军战士,
 机器人题材作品, 无敌巴拉达,
 机器人题材作品, 无敌超人赞波3,
 机器人题材作品, 无敌钢人泰坦3,
 机器人题材作品, 星际争霸战,
 机器人题材作品, 最强机器 大王者,
 机器人题材作品, 机器人瓦力 (原声碟),
 机器人题材作品, 机器人奇诺丘,
 机器人题材作品, 机器人系列,
 机器人题材作品, 爆丸小子,
 机器人题材作品, 环舞 (短篇小说),
 机器人题材作品, 甜蜜的接触,
 机器人题材作品, 电脑奇侠,
 机器人题材作品, 电脑奇侠REBOOT,
 机器人题材作品, 百变龙,
 机器人题材作品, 红色巴隆,
 机器人题材作品, 英雄时代 (动画),
 机器人题材作品, 苹果核战,
 机器人题材作品, 詹伯a,
 机器人题材作品, 超智能足球,
 机器人题材作品, 钢铁吉克,
 机器人题材作品, 铁甲机,
 机器人题材作品, 银河系漫游指南系列,
 机器人题材作品, 飞龙特攻队,
 机器人题材作品, 魔神班达,
 机器人题材作品, 魔神英雄传系列,
 球形机器人, Sphero,
 球形机器人, 球形机器人,
 社交机器人, Kismet,
 社交机器人, QRIO,
 社交机器人, 协作式机器人,
 社交机器人, 社交机器人,
 社交机器人, 索菲亚 (机器人),
 自动驾驶汽车, Ligier EZ10,
 自动驾驶汽车, Mobileye,
 自动驾驶汽车, TomTom,
 自动驾驶汽车, Waymo,
 自动驾驶汽车, 自动驾驶汽车,
 医疗机器人, HAL (动力服),
 医疗机器人, 医疗用机器人,
 类人型机器人, ASIMO,
 类人型机器人, 类人型机器人,
 机器人感应, 光学雷达,
 机器人学公司, ABB,
 机器人学公司, InTouch Health,
 机器人学公司, IRobot,
 机器人学公司, 发那科,
 机器人学公司, 库卡,
 机器人学公司, 恩纳基科技,
 机器人学公司, 波士顿动力公司,
 机器人学公司, 精工爱普生,
 决策树, C4.5算法,
 决策树, ID3算法,
 决策树, 决策树,
 决策树, 决策树学习,
 决策树, 随机森林,
 遗传算法, 交叉 (遗传算法),
 遗传算法, 定义长度,
 遗传算法, 染色体 (遗传算法),
 遗传算法, 突变 (遗传算法),
 遗传算法, 遗传算法,
 遗传算法, 遗传编程,
 遗传算法, 遗传操作数,
 遗传算法, 黄鼠狼程序,
 遗传算法, 交叉 (遗传算法),
 遗传算法, 定义长度,
 遗传算法, 染色体 (遗传算法),
 遗传算法, 突变 (遗传算法),
 遗传算法, 遗传算法,
 遗传算法, 遗传编程,
 遗传算法, 遗传操作数,
 遗传算法, 黄鼠狼程序,
 卡牌对战电子游戏, Emperors SaGa,
 卡牌对战电子游戏, 全民魔兽,
 卡牌对战电子游戏, 刀剑乱舞,
 卡牌对战电子游戏, 卡牌对决,
 卡牌对战电子游戏, 卧龙传说-三国名将传,
 卡牌对战电子游戏, 去吧皮卡丘,
 卡牌对战电子游戏, 合金装备Ac!d2,
 卡牌对战电子游戏, 坦克世界：将军,
 卡牌对战电子游戏, 小冰冰传奇,
 卡牌对战电子游戏, 巫师之昆特牌,
 卡牌对战电子游戏, 恋与制作人,
 卡牌对战电子游戏, 潜龙谍影Ac!d,
 卡牌对战电子游戏, 激斗棒球魂,
 卡牌对战电子游戏, 火焰之纹章 英雄,
 卡牌对战电子游戏, 炉石传说,
 卡牌对战电子游戏, 碧蓝幻想,
 卡牌对战电子游戏, 舰娘收藏,
 卡牌对战电子游戏, 闇影诗章,
 卡牌对战电子游戏, 阴阳师 (游戏),
 卡牌对战电子游戏, 陆行鸟与魔法绘本,
 卡牌对战电子游戏, 霸天开拓史 永恒之翼与失落之海,
 卡牌对战电子游戏, 魔法门之冠军对决,
 卡牌对战电子游戏, 魔法风云会Online,
 电子卡牌游戏小作品, Template,
 电子卡牌游戏小作品, 全民魔兽,
 电子卡牌游戏小作品, 卧龙传说-三国名将传,
 电子卡牌游戏小作品, 卷轴 (游戏),
 电子卡牌游戏小作品, 合金装备Ac!d2,
 电子卡牌游戏小作品, 潜龙谍影Ac!d,
 电子卡牌游戏小作品, 激斗棒球魂,
 电子卡牌游戏小作品, 浏览器一骑当千 爆乳争霸传,
 电子卡牌游戏小作品, 舰娘收藏,
 数据挖掘和机器学习软件, Giraph,
 数据挖掘和机器学习软件, SPSS Modeler,
 数据挖掘和机器学习软件, TensorFlow,
 数据挖掘和机器学习软件, Wolfram Mathematica,
 聚类分析, K-平均算法,
 聚类分析, 信息瓶颈,
 聚类分析, 模糊聚类,
 聚类分析, 聚类分析,
 聚类分析, 高斯混合模型,
 本体编辑器, Protégé,
 本体编辑器, 本体编辑器,
 本体语言, 本体语言,
 本体语言, 本体语言,
 资源描述框架, SPARQL,
 资源描述框架, 资源描述框架,
 本体编辑器, Protégé,
 本体编辑器, 本体编辑器,
 专家系统, Jess程序设计语言,
 专家系统, Xcon,
 专家系统, 专家系统,
 受控词表, ICD-10 第一章：某些传染病和寄生虫病,
 受控词表, ICD-10 第七章：眼和附器疾病,
 受控词表, ICD-10 第三章：血液及造血器官疾病和某些涉及免疫机制的疾患,
 受控词表, ICD-10 第九章：循环系统疾病,
 受控词表, ICD-10 第二十一章：影响健康状态和与保健机构接触的因素,
 受控词表, ICD-10 第二十章：疾病和死亡的外因,
 受控词表, ICD-10 第五章：精神和行为障碍,
 受控词表, ICD-10 第八章：耳和乳突疾病,
 受控词表, ICD-10 第六章：神经系统疾病,
 受控词表, ICD-10 第十一章：消化系统疾病,
 受控词表, ICD-10 第十七章：先天畸形、变形和染色体异常,
 受控词表, ICD-10 第十三章：肌肉骨骼系统和结缔组织疾病,
 受控词表, ICD-10 第十九章：损伤、中毒和外因的某些其他后果,
 受控词表, ICD-10 第十二章：皮肤和皮下组织疾病,
 受控词表, ICD-10 第十五章：妊娠、分娩和产褥期,
 受控词表, ICD-10 第十八章：症状、体征和临床与实验室异常所见,
 受控词表, ICD-10 第十六章：起源于围产期的某些情况,
 受控词表, ICD-10 第十四章：泌尿生殖系统疾病,
 受控词表, ICD-10 第十章：呼吸系统疾病,
 受控词表, ICD-10 第四章：内分泌、营养和代谢疾病,
 受控词表, ICD-10,
 受控词表, ICD-9编码列表,
 受控词表, SNOMED CT,
 受控词表, 一体化医学语言系统,
 受控词表, 医学主题词,
 受控词表, 国际疾病与相关健康问题统计分类,
 受控词表, 自由软件目录,
 受控词表, 艺术家联合名录,
 受控词表, 观测指针标识符逻辑命名与编码系统,
 语义wiki, Translatewiki.net,
 语义wiki, 自由软件目录,
 资源描述框架, SPARQL,
 资源描述框架, 资源描述框架,
 因果律, 其他条件不变,
 因果律, 只因少了一颗钉,
 因果律, 多米诺骨牌效应,
 因果律, 格兰杰因果关系,
 因果律, 解释,
 整体论, 全球脑,
 整体论, 协同效应,
 整体论, 乌伊拉德·冯·奥曼·蒯因,
 整体论, 超个体,
 Prolog, Prolog,
 Prolog, Visual Prolog,
 人脸识别, 特征脸,
 光学字符识别, ABBYY,
 光学字符识别, 人类可读介质,
 自动驾驶汽车, Ligier EZ10,
 自动驾驶汽车, Mobileye,
 自动驾驶汽车, TomTom,
 自动驾驶汽车, Waymo,
 自动驾驶汽车, 自动驾驶汽车,
 土地规划, 商圈,
 土地规划, 土地法 (中华民国),
 土地规划, 坟场,
 土地规划, 工业区,
 土地规划, 工业园区,
 土地规划, 市区更新,
 土地规划, 校园,
 土地规划, 机场,
 土地规划, 高雄港区土地开发公司,
 战略, 以空间换时间,
 战略, 停火,
 战略, 分而治之,
 战略, 制海权,
 战略, 力量投射,
 战略, 咽喉点,
 战略, 唐太宗李卫公问对,
 战略, 城镇战,
 战略, 大战略,
 战略, 封锁,
 战略, 战略,
 战略, 战略计划,
 战略, 政治化,
 战略, 新世界秩序,
 战略, 新加坡战略,
 战略, 施里芬计划,
 战略, 消耗战,
 战略, 无限制潜艇战,
 战略, 皮洛士式胜利,
 战略, 第一岛链,
 战略, 第十七号计划,
 战略, 经济战,
 战略, 蓝色方案,
 战略, 衡山之谋,
 战略, 跳岛战术,
 战略, 长远目标、使命和信念,
 系统思维, 水平思考,
 系统思维, 系统思维,
 系统思维, 贝拉·巴纳锡,
 系统思维, 软件质量,
 航天计划, 土卫六－土星系统任务,
 航天计划, 曙光女神计划,
 航天计划, 法国国家太空研究中心,
 航天计划, 维京号,
 航天计划, 近地轨道防护盾计划,
 半导体分析, 原子力显微镜,
 半导体分析, 故障分析,
 归纳推理, 归纳推理,
 悬疑, 悬疑音乐,
 悬疑, 谜团,
 悬疑, 黑血 (漫画),
 推理, 充足理由律,
 推理, 数字推理,
 推理, 理性,
 推理, 理性主体,
 推理, 自动推理,
 程序分析, 别名 (计算),
 程序分析, 定义可达性,
 程序分析, 控制流分析,
 程序分析, 程序分析,
 程序分析, 符号执行,
 程序分析, 软件度量,
 程序分析, 静态程序分析,
 篇章分析, 探讨,
 篇章分析, 篇章分析,
 篇章分析, 话语和社会,
 篇章分析, 语境,
 篇章分析, 话语语言学,
 系统分析, OODA循环,
 系统分析, 系统整合,
 系统分析, 系统关系图,
 系统分析, 电源完整性,
 计算机网络分析, NetFlow,
 计算机网络分析, Ns (模拟器),
 计算机网络分析, Qualnet,
 计算机网络分析, SFlow,
 计算机网络分析, 带宽时延乘积,
 计算机网络分析, 网站流量,
 资料分析, Minitab,
 资料分析, 主成分分析,
 资料分析, 平滑,
 资料分析, 德国坦克问题,
 资料分析, 数据分析,
 资料分析, 聚类分析,
 资料分析, 复回归分析,
 资料分析, 邻里成分分析,
 形式科学, 人工智能,
 形式科学, 信息论,
 形式科学, 图像分析,
 形式科学, 形式化方法,
 形式科学, 形式科学,
 形式科学, 理论计算器科学,
 形式科学, 生物信息学,
 形式科学, 精密科学,
 形式科学, 系统科学,
 抽象数据类型, 串行 (抽象数据型别),
 抽象数据类型, 关联数组,
 抽象数据类型, 堆栈,
 抽象数据类型, 多重关连数组,
 抽象数据类型, 容器 (抽象数据类型),
 抽象数据类型, 抽象数据型别,
 抽象数据类型, 生成器 (计算机编程),
 抽象数据类型, 迭代器,
 抽象数据类型, 队列,
 抽象数据类型, 集合 (计算机科学),
 概念系统, 元系统,
 概念系统, 公理系统,
 概念系统, 实验系统,
 逻辑, DPLL算法,
 逻辑, 下反对关系,
 逻辑, 互斥,
 逻辑, 伊比鸠鲁学派,
 逻辑, 传统逻辑,
 逻辑, 充分必要条件,
 逻辑, 充足理由律,
 逻辑, 先有鸡还是先有蛋,
 逻辑, 前件,
 逻辑, 原则,
 逻辑, 双重否定除去,
 逻辑, 反例,
 逻辑, 反证法,
 逻辑, 可测试性,
 逻辑, 后件,
 逻辑, 向量逻辑,
 逻辑, 否定后件,
 逻辑, 周延 (哲学概念),
 逻辑, 命题,
 逻辑, 命题逻辑,
 逻辑, 哲学逻辑,
 逻辑, 因子图,
 逻辑, 多值逻辑,
 逻辑, 孤证不立,
 逻辑, 布尔逻辑,
 逻辑, 归纳推理,
 逻辑, 形式主义,
 逻辑, 从言与从实,
 逻辑, 德摩根定律,
 逻辑, 思维规律,
 逻辑, 恶魔的证明,
 逻辑, 悖论,
 逻辑, 批判性思维,
 逻辑, 排中律,
 逻辑, 推理,
 逻辑, 推理规则,
 逻辑, 数学原理,
 逻辑, 数理逻辑,
 逻辑, 文氏图,
 逻辑, 无矛盾律,
 逻辑, 明希豪森三难困境,
 逻辑, 有效性,
 逻辑, 概率逻辑,
 逻辑, 模态逻辑,
 逻辑, 欧拉图,
 逻辑, 归谬法,
 逻辑, 波菲利之树,
 逻辑, 溯因推理,
 逻辑, 演绎推理,
 逻辑, 白马非马,
 逻辑, 直陈条件,
 逻辑, 经典逻辑,
 逻辑, 自指,
 逻辑, 辖域,
 逻辑, 逆推法,
 逻辑, 选言判断,
 逻辑, 逻辑,
 逻辑, 逻辑史,
 逻辑, 逻辑或非,
 逻辑, 逻辑推理,
 逻辑, 逻辑符号表,
 逻辑, 逻辑论证,
 逻辑, 道义逻辑,
 逻辑, 逻辑语义学,
 逻辑, 非古典逻辑,
 逻辑, 非形式逻辑,
 Prolog, Prolog,
 Prolog, Visual Prolog,
 美国人工智能协会会士, 周志华 (计算机科学家),
 美国人工智能协会会士, 杨强,
 美国人工智能协会会士, 杰弗里·辛顿,
 美国人工智能协会会士, 迈克尔·乔丹 (学者),
 美国人工智能协会会士, 达芙妮·科勒,
 美国人工智能协会会士, 邢波,
 美国人工智能协会会士, 马文·闵斯基,
 人脸识别, 人脸识别,
 人脸识别, 特征脸,
 代理人为基础之软件, Gatebox,
 代理人为基础之软件, 代理人为基础之软件,
 代理人为基础之软件, 虚拟助理,
 光学字符识别, ABBYY,
 光学字符识别, 人类可读介质,
 光学字符识别, 光学字符识别,
 聊天机器人, Tay,
 聊天机器人, 小冰,
 聊天机器人, 尤金·古斯特曼,
 聊天机器人, 聊天机器人,
 聊天机器人, 聊天机器人,
 聊天机器人, 虚拟助理,
 自然语言处理, Deeplearning4j,
 自然语言处理, MARF,
 自然语言处理, N元语法,
 自然语言处理, OpenNLP,
 自然语言处理, Powerset,
 自然语言处理, RSVP Technologies Inc.,
 自然语言处理, Tatoeba,
 自然语言处理, Word2vec,
 自然语言处理, 中文自动分词,
 自然语言处理, 主题模型,
 自然语言处理, 关键语,
 自然语言处理, 双字母组,
 自然语言处理, 对联机,
 自然语言处理, 扩展查询,
 自然语言处理, 文字蕴涵,
 自然语言处理, 文本情感分析,
 自然语言处理, 文档分类,
 自然语言处理, 机器翻译(子分类),
 自然语言处理, 机器记者,
 自然语言处理, 汉语自动句法分析,
 自然语言处理, 篇章分析,
 自然语言处理, 约限语言,
 自然语言处理, 自然语言处理,
 自然语言处理, 自然语言,
 自然语言处理, 自然语言处理,
 自然语言处理, 自然语言处理软件(子分类),
 自然语言处理, 自然语言理解,
 自然语言处理, 词汇标示框架,
 自然语言处理, 词义消歧(子分类),
 自然语言处理, 词义消歧,
 自然语言处理, 词嵌入,
 自然语言处理, 词干提取,
 自然语言处理, 词袋模型,
 自然语言处理, 语料库,
 自然语言处理, 语音识别(子分类),
 自然语言处理, 阳光失了玻璃窗,
 自然语言处理, 隐含狄利克雷分布,
 自然语言处理, 零回指,
 自然语言处理软件, Linguee,
 自然语言处理软件, MemoQ,
 自然语言处理软件, 自然语言处理软件,
 语音合成, CeVIO Creative Studio,
 语音合成, Sinsy,
 语音合成, Template,
 语音合成, UTAU(子分类),
 语音合成, VOCALINA,
 语音合成, VocaListener,
 语音合成, Vocaloid(子分类),
 语音合成, VOCALOID,
 语音合成, Voiceroid,
 语音合成, 沃尔夫冈·冯·肯佩伦的说话机器,
 语音合成, 袅袅虚拟歌手,
 语音合成, 语音可扩展标记语言,
 语音合成, 语音合成,
 语音合成, 语音合成标记语言,
 语音合成, 语音产生装置,
 语音合成, 语音合成,
 语音技术, Internet Speech Audio Codec,
 语音技术, 语音合成(子分类),
 语音技术, 语音技术,
 语音技术, 语音处理(子分类),
 计算语言学, 标记语言(子分类),
 计算语言学, 置标语言(子分类),
 计算语言学, 自然语言处理(子分类),
 计算语言学, 词义消歧(子分类),
 计算语言学, 语言模型(子分类),
 计算语言学, 语音合成(子分类),
 计算语言学, 计算语言学,
 计算语言学, 语音算法(子分类),
 计算语言学, 语音识别(子分类),
 社交机器人, Kismet,
 社交机器人, QRIO,
 社交机器人, 协作式机器人,
 社交机器人, 社交机器人,
 社交机器人, 社交机器人,
 社交机器人, 索菲亚 (机器人),
 散列, 哈希树,
 散列, 完美散列,
 散列, 散列,
 散列, 散列函数(子分类),
 散列, 碰撞 (计算机科学),
 散列, 线性探测,
 散列, 线性散列,
 散列, 随机预言机,
 本体编辑器, Protégé,
 本体编辑器, 本体编辑器,
 本体语言, 本体语言,
 BEAM机器人学, BEAM,
 BEAM机器人学, BEAM机器人学,
 人型机器人学, 人型机器人学,
 多机器人系统, 多机器人系统,
 多机器人系统, 集体智慧,
 智慧家庭, 智慧家庭,
 机器人, Kirobo,
 机器人, Kismet,
 机器人, MAKOplasty,
 机器人, NAO (机器人),
 机器人, Robotis Bioloid,
 机器人, UrRobot,
 机器人, 云机器人,
 机器人, 亚太广播联盟机械人大赛,
 机器人, 全港大专生机械人大赛,
 机器人, 加拿大臂,
 机器人, 台北国际机器人展,
 机器人, 国际奥林匹克机器人大赛,
 机器人, 拆弹机械人,
 机器人, 机器人,
 机器人, 机甲,
 机器人, 机器人吸尘器,
 机器人, 机械手臂,
 机器人, 无人水下载具,
 机器人, 移动维修系统,
 机器人, 联合相容分枝定界,
 机器人, 自主机器人,
 机器人, 自动导引车,
 机器人, 华硕Zenbo,
 机器人, 类人型机器人,
 机器人学主题, Portal,
 机器人学模板, Template,
 机器人控制, 不完全驱动,
 机器人控制, 粒子滤波器,
 机器人控制, 障碍避免,
 机器人软件, 可变汇编语言,
 机器人学组织, FIRST,
 机器人学组织, MIT计算器科学与人工智能实验室,
 赛博格, 内尔·哈维森,
 赛博格, 格里弗斯将军,
 赛博格, 赛博人,
 赛博格, 赛博格,
 赛博格, 达斯·维达,
 人工神经网络, Deeplearning4j,
 人工神经网络, Softmax函数,
 人工神经网络, Word2vec,
 人工神经网络, 前馈控制,
 人工神经网络, 卷积神经网络,
 人工神经网络, 反向传播算法,
 人工神经网络, 受限玻尔兹曼机,
 人工神经网络, 学习向量量化,
 人工神经网络, 径向基函数,
 人工神经网络, 梯度消失问题,
 人工神经网络, 深度学习,
 人工神经网络, 激活函数,
 人工神经网络, 玻尔兹曼机,
 人工神经网络, 线性整流函数,
 人工神经网络, 自组织映射,
 人工神经网络, 词嵌入,
 人工神经网络, 递归神经网络,
 人工神经网络, 长短期记忆,
 人工神经网络, 随机神经网络,
 分类算法, AdaBoost,
 分类算法, C4.5算法,
 分类算法, 二次分类器,
 分类算法, 决策树学习,
 分类算法, 多元分类,
 分类算法, 径向基函数网络,
 分类算法, 支持向量机,
 分类算法, 最近邻居法,
 分类算法, 朴素贝叶斯分类器,
 分类算法, 概率潜在语义分析,
 分类算法, 线性判别分析,
 分类算法, 线性分类器,
 分类算法, 随机森林,
 数据挖掘和机器学习软件, Giraph,
 数据挖掘和机器学习软件, SPSS Modeler,
 数据挖掘和机器学习软件, TensorFlow,
 数据挖掘和机器学习软件, Wolfram Mathematica,
 机器学习研究者, 伊恩·古德费洛,
 机器学习研究者, 李飞飞,
 机器学习研究者, 约书亚·本希奥,
 机器学习研究者, 迈克尔·乔丹 (学者),
 机器学习研究者, 邢波,
 机器学习算法, 反向传播算法,
 机器学习算法, 强化学习,
 机器学习算法, 径向基函数网络,
 机器学习算法, 最大期望算法,
 机器学习算法, 最小冗余特征选择,
 机器学习算法, 最近邻居法,
 机器学习算法, 模式识别,
 神经网络, Google神经机器翻译系统,
 神经网络, Hopfield神经网络,
 神经网络, 人工神经网络,
 神经网络, 径向基函数网络,
 神经网络, 极限学习机,
 神经网络, 生成对抗网络,
 神经网络, 神经可塑性,
 聚类分析, K-平均算法,
 聚类分析, 信息瓶颈,
 聚类分析, 模糊聚类,
 聚类分析, 聚类分析,
 聚类分析, 高斯混合模型,
 进化算法, 差异进化算法,
 进化算法, 布谷鸟搜索算法,
 进化算法, 蝙蝠算法,
 进化算法, 遗传编程,
 马尔可夫模型, 佩奇排名,
 马尔可夫模型, 熵率,
 马尔可夫模型, 算法作曲,
 马尔可夫模型, 维特比算法,
 马尔可夫模型, 语言模型,
 马尔可夫模型, 转移矩阵,
 马尔可夫模型, 量子马尔可夫链,
 马尔可夫模型, 马尔可夫性质,
 电子卡牌游戏, 三国杀Online,
 电子卡牌游戏, 卷轴 (游戏),
 电子卡牌游戏, 太阳神三国杀,
 电子卡牌游戏, 植物大战僵尸Online,
 电子卡牌游戏, 植物大战僵尸：全明星,
 电子卡牌游戏, 植物大战僵尸：英雄,
 电子卡牌游戏, 浏览器一骑当千 爆乳争霸传,
 电子卡牌游戏, 纸牌 (电子游戏),
 电子卡牌游戏, 英雄杀,
 Prolog, Prolog,
 Prolog, Visual Prolog,
 分类系统, JEL分类系统,
 分类系统, User,
 分类系统, User talk,
 分类系统, Wikipedia,
 分类系统, 七略,
 分类系统, 中华人民共和国学科分类,
 分类系统, 中华人民共和国学科分类与代码国家标准,
 分类系统, 中华民国行业标准分类,
 分类系统, 佛科留斯系统,
 分类系统, 冒号分类法,
 分类系统, 分类学,
 分类系统, 列表索引,
 分类系统, 卡片分类法,
 分类系统, 历史上的今天,
 分类系统, 哈伯序列,
 分类系统, 国家社会科学基金项目的分类法,
 分类系统, 国际专利分类,
 分类系统, 国际文献联合会分类体系,
 分类系统, 国际贸易标准分类,
 分类系统, 夏普力-索耶集中度分类法,
 分类系统, 属性,
 分类系统, 布立斯分类法,
 分类系统, 数学学科分类标准,
 分类系统, 日本十进分类法,
 分类系统, 机车轴式,
 分类系统, 杜威十进制图书分类法,
 分类系统, 气候分类,
 分类系统, 波特尔暗空分类法,
 分类系统, 生物分类法,
 分类系统, 真菌分类系统,
 分类系统, 总类,
 分类系统, 联合国教科文科学技术统计工作手册的分类法,
 分类系统, 联合国教科文组织分类法,
 分类系统, 萨达斯基太阳系外行星分类法,
 分类系统, 语言的类型分类,
 分类系统, 语言系属分类,
 分类系统, 阿尔奈-汤普森分类法,
 分类系统, 电影分级制度,
 分类系统, 电视分级制度,
 分类系统, 霍恩博斯特尔-萨克斯分类法,
 分类系统, 鲍茨-摩根分类,
 多重代理人系统, Gatebox,
 多重代理人系统, 多重代理人系统,
 多重代理人系统, 虚拟助理,
 战略, 以空间换时间,
 战略, 停火,
 战略, 分而治之,
 战略, 制海权,
 战略, 力量投射,
 战略, 咽喉点,
 战略, 唐太宗李卫公问对,
 战略, 城镇战,
 战略, 大战略,
 战略, 封锁,
 战略, 战略,
 战略, 战略计划,
 战略, 政治化,
 战略, 新世界秩序,
 战略, 新加坡战略,
 战略, 施里芬计划,
 战略, 消耗战,
 战略, 无限制潜艇战,
 战略, 皮洛士式胜利,
 战略, 第一岛链,
 战略, 第十七号计划,
 战略, 经济战,
 战略, 蓝色方案,
 战略, 衡山之谋,
 战略, 跳岛战术,
 战略, 长远目标、使命和信念,
 数据挖掘, DBSCAN,
 数据挖掘, ETL,
 数据挖掘, ROC曲线,
 数据挖掘, UIMA,
 数据挖掘, 先验算法,
 数据挖掘, 关联规则学习,
 数据挖掘, 分子挖掘,
 数据挖掘, 加权相关网络分析,
 数据挖掘, 商业智能,
 数据挖掘, 大数据,
 数据挖掘, 异常检测,
 数据挖掘, 拓扑数据分析,
 数据挖掘, 数据可视化,
 数据挖掘, 数据挖掘,
 数据挖掘, 文本挖掘,
 数据挖掘, 文档分类,
 数据挖掘, 正规概念分析法,
 数据挖掘, 在线分析处理,
 数据挖掘, 聚类分析,
 数据挖掘, 自动标引,
 数据挖掘, 资料仓储,
 数据挖掘, 过适,
 数据挖掘, 预测分析,
 本体 (计算机科学), BabelNet,
 本体 (计算机科学), Protégé,
 本体 (计算机科学), Swoogle,
 本体 (计算机科学), 受控词表(子分类),
 本体 (计算机科学), 受控词表,
 本体 (计算机科学), 基因本体,
 本体 (计算机科学), 本体 (信息科学),
 本体 (计算机科学), 本体工程,
 本体 (计算机科学), 本体 (计算机科学),
 本体 (计算机科学), 正规概念分析法,
 本体 (计算机科学), 知识交换格式,
 本体 (计算机科学), 网络本体语言,
 本体 (计算机科学), 解剖学基础模型,
 知识表示语言, 知识交换格式,
 索引典, AGROVOC,
 索引典, 主题术语的面向运用,
 索引典, 医学主题词,
 索引典, 索引典,
 索引典, 艺术家联合名录,
 规则引擎, Jess程序设计语言,
 语义网, DBpedia,
 语义网, Freebase,
 语义网, Google Squared,
 语义网, OWL-S,
 语义网, RDFa,
 语义网, SPARQL,
 语义网, Swoogle,
 语义网, Template,
 语义网, Wolfram Alpha,
 语义网, 信息框,
 语义网, 分众分类法,
 语义网, 受控词表,
 语义网, 巨大全球图,
 语义网, 本体 (信息科学),
 语义网, 本体工程,
 语义网, 本体构成要素,
 语义网, 卷标 (元数据),
 语义网, 潜在语义索引,
 语义网, 简单知识组织系统,
 语义网, 统一资源标志符,
 语义网, 网络本体语言,
 语义网, 规则交换格式,
 语义网, 语义检索,
 语义网, 语义网,
 语义网, 语义网堆栈,
 部分论, 分体本质论,
 部分论, 分体虚无主义,
 人工神经网络, Deeplearning4j,
 人工神经网络, Softmax函数,
 人工神经网络, Word2vec,
 人工神经网络, 前馈控制,
 人工神经网络, 卷积神经网络,
 人工神经网络, 反向传播算法,
 人工神经网络, 受限玻尔兹曼机,
 人工神经网络, 学习向量量化,
 人工神经网络, 径向基函数,
 人工神经网络, 梯度消失问题,
 人工神经网络, 深度学习,
 人工神经网络, 激活函数,
 人工神经网络, 玻尔兹曼机,
 人工神经网络, 线性整流函数,
 人工神经网络, 自组织映射,
 人工神经网络, 词嵌入,
 人工神经网络, 递归神经网络,
 人工神经网络, 长短期记忆,
 人工神经网络, 随机神经网络,
 专家系统, Jess程序设计语言,
 专家系统, Xcon,
 专家系统, 专家系统,
 摄影测量学, 像片重叠,
 摄影测量学, 共线方程,
 摄影测量学, 内、外方位元素,
 摄影测量学, 摄影测量法,
 摄影测量学, 相对定向与绝对定向,
 摄影测量学, 空中三角测量,
 数学形态学, 开运算 (形态学),
 数学形态学, 数学形态学,
 数学形态学, 腐蚀 (形态学),
 数学形态学, 膨胀 (形态学),
 数学形态学, 闭运算 (形态学),
 特征检测 (计算机视觉), Canny算子,
 特征检测 (计算机视觉), Template,
 特征检测 (计算机视觉), 加速稳健特征,
 特征检测 (计算机视觉), 卷积,
 特征检测 (计算机视觉), 尺度不变特征转换,
 特征检测 (计算机视觉), 特征检测,
 特征检测 (计算机视觉), 索贝尔算子,
 特征检测 (计算机视觉), 脊检测,
 特征检测 (计算机视觉), 角检测,
 特征检测 (计算机视觉), 边缘检测,
 特征检测 (计算机视觉), 霍夫变换,
 计算机视觉应用, 图像自动标注,
 计算机视觉应用, 移动测图,
 计算机视觉应用, 自动目标识别,
 计算机视觉应用, 闭路电视,
 语言模型, N元语法,
 语言模型, 困惑度,
 语言模型, 随机上下文无关文法,
 合一, 合一,
 合一, 方程求解,
 分析, 分析,
 分析, 引文分析,
 分析, 情景分析,
 分析, 系统分析,
 分析, 变异数分析测试,
 启发法, 代表性捷思法,
 启发法, 奥卡姆剃刀,
 启发法, 布谷鸟搜索算法,
 启发法, 并行退火,
 启发法, 怎样解题,
 启发法, 科学共识,
 启发法, 萨顿定律,
 启发法, 蝙蝠算法,
 启发法, 锚定效应,
 启发法, 零和思维,
 想象, 心智表征,
 想象, 性幻想,
 想象, 想象,
 想象, 白日梦,
 抽象, 复杂,
 抽象, 广义化,
 抽象, 抽象化,
 抽象, 概念,
 抽象, 白日梦,
 抽象, 知识抽象化,
 抽象, 第一原理,
 专家系统, Jess程序设计语言,
 专家系统, Xcon,
 专家系统, 专家系统,
 人工智能协会, 生命未来研究所,
 人工智能协会, 知识工程和机器学习实验室,
 人工智能史, MIT计算器科学与人工智能实验室,
 人工智能史, 一般问题解决器,
 人工智能史, 人工智能低谷,
 人工智能史, 人工智能史,
 人工智能史, 图灵测试,
